name,lat,lon
Bikanayos Rock,11.1439916,119.2781609
Cave,11.1536768,119.279235
Barcazas,11.2519557,-74.2218564
Playa Vaca,11.2601686,-74.2009318
Punta Venado,11.2734449,-74.2064555
Punta Venado,11.2757795,-74.2056701
Kimod Shoel,11.2903811,124.2352736
Bombita,11.3030976,-74.1823977
Torin,11.3093235,-74.191281
Salichin,11.3114708,-74.1940608
Monad Shoal,11.3133913,124.1947241
Punta Aguja,11.3175956,-74.1999683
Dakit-Dakit,11.3235603,124.1090875
Exotic House Reef,11.3291169,124.1260138
Evo House Reef,11.3311789,124.126316
Lighthouse,11.3421901,124.1097625
Los Bamboos,11.3431335,124.108851
Ka-Osting / Bantigue,11.3456001,124.1193512
Lapus-Lapus,11.3461986,124.1024056
North Point,11.3467707,124.1056477
Deep Slope,11.3483754,124.1203631
Lapus-Lapus 2,11.3485435,124.1023051
Secret Wall,11.3501906,124.1158957
Deep Rock,11.3512234,124.1027874
Moucha Islands,11.7191937,43.1718877
The Elephants,11.805333,102.4554154
Blueberry Hill,11.9064514,102.3152629
Dixon's,11.9218031,93.0930528
Hin Luk Bath,11.9462565,102.2841667
Barracuda Lake,11.956511,120.216864
Irako,11.9678333,120.04015
TANGAT (morozan maru),11.9714464,120.061928
Akitsushima,11.9871,119.9735333
Morazan,11.9883406,120.0372034
Duncan's Wreck,12.0065789,92.78051
Taiei Maru,12.0176,119.9695166
Guoddus Garden,12.0218714,92.8006998
Yellow Hut (unmarked site),12.0311599,-68.2562156
Hidden Beach (unmarked site),12.0323197,-68.2581378
Soft Coral Garden (unmarked site),12.0334365,-68.2604963
Lighthouse,12.049892,92.9641702
The Wall,12.0547239,92.962155
English Garden,12.0597582,-68.2822176
Minerva Ledge,12.0618504,93.1507236
MV Mars,12.0640919,92.9633935
Johnny's Gorge,12.06438,93.1565799
Ship Wreck Tugboat,12.0679476,-68.8619504
The Rock,12.0760025,-68.2799587
Ship wreck,12.0762578,-68.8805685
Johnson's Reef,12.0783903,92.9520097
Marie Pampoen,12.0897355,-68.9068508
Alice in Wonderland,12.0998035,-68.2852927
Hilma Hooker,12.1037524,-68.2901176
Jackson's Bar,12.1228934,93.1605411
Nanshin maru,12.1495372,119.8254378
Boy Scout,12.1589381,-68.2810107
Something Special,12.1613822,-68.2838525
Front Porch,12.1666879,-68.2871264
Bari Reef,12.1674719,-68.2872007
La Machaca,12.171676,-68.2893863
Rif Sint Marie,12.1985784,-69.079446
Oil Slick Leap,12.2001711,-68.308717
1000 Steps,12.2106695,-68.3217112
The Valley,12.2185168,-69.0862994
Taylor Made,12.2230317,-68.4036763
South Button,12.2237104,93.0197618
Carel's Vision,12.230709,-68.4127451
Turtle Dive,12.2331751,109.1955054
Angel Dive,12.2332138,109.195692
Playa Frans,12.245742,-68.4141402
Wayaka 2,12.2696116,-68.4139081
Boka Katuna,12.2997359,-68.4025266
Mushroom Forest,12.3018115,-69.1543365
Palacio de la Cherna,12.4875475,-81.7185353
Elsy Bar,12.4895164,-81.7423986
West Point,12.4971458,-81.7417264
Blue Wall,12.4974739,-81.7142501
Las Piedras de Carlitos,12.4999349,-81.7033267
Nirvana,12.5055132,-81.7360126
Cantil de Nirvana,12.5060874,-81.7453395
Villa Erika,12.5119936,-81.7345842
Cantil de la Piscinita,12.5124858,-81.7459277
El Faro,12.5168743,-81.7359496
Wild Life,12.5170794,-81.7433229
las Cuevas,12.5215909,-81.7344791
West View,12.5264714,-81.7365167
Los Cables,12.5270046,-81.6782031
Barco Hundido,12.5327463,-81.6911431
Padi,12.5343869,-81.7411383
Blue Diamond,12.5355236,-81.7359749
Trampa Tortuga,12.5372576,-81.6819003
Punta Padi,12.5379959,-81.7471881
La Parguera,12.5452956,-81.68106
Cantil del Barco,12.5507909,-81.7495408
Las Esponjas,12.5541535,-81.7384494
Dedos de Morgan,12.5594025,-81.7381973
Reggae,12.5687725,-81.7414742
Trilogia,12.5832678,-81.6750943
Cantil de Los Recuerdos,12.585564,-81.7265179
La Piramide,12.5868761,-81.6816483
La Montanita,12.5895003,-81.7208041
Bajo Bonito,12.5947486,-81.7245012
La Roca,12.5949126,-81.7147543
Bajo del Hospital,12.5988487,-81.7097128
Cantil del Hospital,12.6008168,-81.723829
Corde Point,12.617833,120.5094992
Bajora Cinco,12.6186109,120.4622221
Shipwreck,12.6215003,120.4980556
Apo 29,12.6338052,120.443944
South Corner,12.6546944,120.4171666
Southeast Corner,12.6554724,120.4181938
Mabuti,12.6564163,120.4112491
Barracuda Point,12.6576662,120.4188881
Jack's Point,12.6594722,120.4441934
Aladin,12.6618327,120.4166663
Ego Wall,12.6663332,120.4105276
Shark Airport,12.6681387,120.4326389
Shark Encounter,12.6707774,120.5543055
Manta Point,12.6713333,120.4323611
Galeon Point,12.6862221,120.5464997
Sir Daniel Point,12.6900558,120.5408328
Shark Ridge,12.719804,120.4874163
Prado Point,12.7358912,120.4621146
HTMS Khram,12.9331721,100.6888948
Devil's Table,13.0124229,-61.2497593
Stratmann Wreck,13.0133159,-61.2500594
Freights Bay,13.0529211,-59.5352343
SMS Cormoran,13.4593005,144.6544533
Tokai Maru,13.4593927,144.6544299
Rockport,13.8302954,120.9087054
An Dlo,14.4738766,-61.0080038
Franciscus,15.2753017,-23.7597043
Tuna Point,15.2776471,-23.7597994
Atlantis watersport,15.5452123,73.7612119
L'Aquarium,15.850237,-61.5916944
Pointe du Gouvernail,15.8614736,-61.646976
Pain de Sucre,15.8650393,-61.6003257
La Baleine,15.8800649,-61.5870059
The Maze,16.1127403,-86.9490156
Pointe Carangue,16.1660169,-61.788323
Buste du Commandant Cousteau,16.1667037,-61.7883334
Le Jardin de Corail,16.1671466,-61.7882864
La Piscine,16.1671504,-61.7896373
Pointe Barracuda,16.1673513,-61.7923785
L'Aquarium,16.1687527,-61.7905063
Source chaude,16.1692429,-61.7909134
Boa Vista Diving,16.1699107,-22.9139016
Coral Garden,16.222117,120.0487637
Eagle Bay,16.9402373,54.798294
The Wall,16.9426945,54.804763
Aquarium,16.9462204,54.8045232
Flamingo Beach: New Entry,16.9500559,54.8192384
Flamingo Beach: Side Entry,16.95053,54.8188777
Flamingo Beach: Beach Entry,16.9512786,54.8158953
China Wreck (direction 150deg),16.9678903,54.707109
ABT Salalah,17.0087552,54.1517412
Half Moon Wall,17.2082863,-87.5358197
Long Caye Aquarium,17.2130056,-87.6075978
Hol Chan Cut,17.8627707,-87.977162
Aquarium,18.3644497,-69.0248231
The Wall,18.3708321,-69.0038486
Daharat Abida,18.5028321,38.5989095
Isar Island,18.5740921,38.7418876
Astron,18.7304726,-68.4539093
Karam Marsmarit,18.7979372,38.777359
Dibsel Island,18.9018669,38.5891953
Playita,19.2944746,-69.2077604
Cali Ship Wreck,19.2985241,-81.3828514
USS Kittiwake Shipwreck,19.3620753,-81.4013551
Shaab Jimna,19.441989,37.7296579
Umbria,19.6367031,37.290526
"SS Umbria, Wreck",19.6367128,37.2906381
Kissimmee,19.6956972,-79.880304
Cemetery Reef,19.6984833,-79.8789641
Five Rocks,19.7570957,-70.5489664
Laramar,19.7690371,-70.5175386
3 Rocks,19.7727934,-70.5135665
Sanganeb Plauteua N,19.7788503,37.4465546
"Shab Rumi, Plateau S",19.9292342,37.4120877
"Shaab Rumi, Precontinent 2",19.9389634,37.4042343
Blue Belt,20.22675,37.3152166
Akumal Dive Shop,20.3968457,-87.3134434
The Body Shop,20.6277127,-87.0737254
The Back Side,20.6300027,-156.4959859
Flying Sea Cliffs,20.6304686,-156.4942032
Edge of the World,20.6308247,-156.4985786
Tako Flats,20.6325031,-156.4980376
Enenue,20.6331437,-156.4952669
Middle Reef,20.6338539,-156.4969171
Shark Condos,20.6341202,-156.4950612
Reef's End,20.6348164,-156.4977891
Merlo Reef,20.844637,37.4186797
Gota Mesharifa,20.8608834,37.3190921
Angarosh,20.8632051,37.4380164
Pfeiffer Reef,21.5851974,37.1018372
Abu Seif,21.7861348,37.0023768
Sweet Potato,21.8060622,36.9789438
"Elba Reef, South Plateau",21.9664172,37.0250213
Elba Reef,21.968583,37.0254548
"Elba Reef, West-Plateau",21.9691591,37.0241608
"Elba Reef, North Plateau",21.9699494,37.0270919
Elba Reef East (Southplateau),21.9827164,37.0406829
Levanzo,21.9877615,37.0452371
Levanzo Wreck,21.9878634,37.0452519
Elba Reef West (Fingers),22.0044081,37.0004202
Elba Reef East (North-Plateau),22.018038,37.011734
Cueva El Brinco,22.0756975,-81.0561235
Shaab El Shaga,22.1182936,36.8670544
Cueva de los peces,22.1665013,-81.1378243
Al Fahal South,22.223167,38.968
Sand Island,22.253333,39.023667
Al Fahal vis Wreck,22.2545,38.952667
Al Fahal East,22.291333,38.970667
Al Fahal North,22.305,38.968667
Rose Reef,22.306333,38.885333
Shi'b Nazar,22.318667,38.853667
North Long Reef,22.343167,38.854333
Garden Reef,22.369167,38.892833
Middle Reef,22.373333,38.855333
Cave Reef,22.385833,38.856
Aquarium Reef,22.387667,38.918667
Cement Reef,22.392167,38.854
Wreck of Grumman HU-16 Albatros Aircraft,22.3923132,36.5009282
Horse Shoe Reef,22.421667,38.951667
Shark Reef,22.425667,38.9915
Habili Dibia,22.4418574,36.6043807
Sha'ab Ohroob / Wreck of Sabri Baba 1,22.626611,36.5593464
Dabaisha,22.6392711,121.4929505
Siyal Island,22.8,36.183333
Dangerous Reef,23.340197,35.8553141
Habili Ali,23.3994861,35.984371
St John's Habili Gaffar,23.426923,35.8763941
Habili Omran,23.515712,35.8143568
Rocky South,23.5611404,36.2462919
Rocky West,23.5630773,36.2422942
Rocky East,23.5644383,36.2492616
Rocky North,23.5658256,36.2454923
Habili Zabargad,23.60178,36.18395
Khanka,23.6166601,36.2047145
Big Stone,23.6186333,36.2037666
East Point,23.6186333,36.2037666
Neptuna,23.6186333,36.2037666
South Point,23.6186333,36.2037666
Zabargad Jetty,23.6186333,36.2037666
Farsha Ergein Farayed,23.6333197,35.8874845
St John's Caves,23.6366824,35.8249781
Abu Fendira,23.661742,35.6964683
Abu Echera,23.8147933,35.7858758
Sirnaka Island,23.8292123,35.808667
Turbo,24.0065731,35.6340114
Abu Diab,24.05403,35.69067
Shaab Sataya Amphoren,24.1552833,35.685
Sataya South,24.1564359,35.7108504
Shaab Sataya,24.1577,35.7118333
Sataya East,24.15956,35.71657
Shab Sataya N-W,24.1671377,35.6755429
Gota Sataia 1,24.1853193,35.6514175
Shaab Malahi,24.1970524,35.660738
Gota Sataia 2,24.1978179,35.6528478
The Cortez Club,24.2035416,-110.3003817
Adantia K.,24.20885,35.56045
Shaab Ini,24.2182333,35.5951
Shaab Claudio,24.2201005,35.6120577
Abu Galawa Kebir,24.2286658,35.5727769
Shaab Maksour South,24.238811,35.6542264
Shaab Maksour North,24.2422132,35.6498051
Abu Galawa Soraya,24.2541166,35.5404
Shaab Hamam,24.2613,35.51712
Shaab Said South,24.2623827,35.5161726
Ukon Denchi,24.2670624,124.0907609
Shaab Said North,24.2681362,35.5118303
Shaab Said Nord,24.27205,35.5085666
Middle Book,24.290812,124.0955032
Shaab Bohar Soraya,24.2922333,35.5387833
Shaab Bohar Kebir Ost,24.295131,35.534869
Um El Sheikh,24.3127291,35.3990704
Shaab Sakara,24.3747755,35.3662804
Siyal South,24.3784303,35.3846562
Hamada,24.4383333,35.2131166
Shilineat,24.669924,35.133319
"Torfi, Wadi Gamal",24.674982,35.1457889
Gota Wadi Gamal,24.6913821,35.1460703
Nakanojima Channel,24.8126365,125.1422811
Antoniogaudei,24.8206072,125.1367128
Toriike,24.8238108,125.1350391
Hanadainone,24.8646379,125.1794846
Habili Radir,24.86538,35.11724
W-Achi,24.8665753,125.1600582
L-Achi,24.8666616,125.163257
Marsa Nakari South reef,24.9262582,34.9635606
Marsa Nakari North reef,24.9278382,34.9629789
Daedalus Reef South Plateau,24.9307762,35.8701908
Daedalus Reef,24.932763,35.8708939
Shaab Nakari,24.9425549,34.9851324
Legend,25.072444,34.9373952
Elphinstone reef,25.3073616,34.8606287
Abu Dabab 6,25.3248029,34.7983978
Abu Dabab 4,25.34062,34.79488
East Abu Dabab 3,25.3441825,34.7774058
Heaven,25.3468646,34.7767845
Ras Shona,25.4684135,34.6819826
Shaab Shona,25.4698771,34.6828121
Triumph Reef,25.4741304,-80.1080594
Snoopy Island,25.4926007,56.3635239
Marsa Mares Bay,25.5095405,34.6521265
El Casra,25.5464437,34.6409603
Dibba Rock,25.6034329,56.3502417
El Sheig Malik,25.7236346,34.549773
Sham Fugami,25.8701711,34.4220774
Maheleg,25.9025849,34.4131047
Novotel House Reef,25.9540108,34.3817107
Soug Bahar,25.9823079,34.3473762
Flamenco Hausriff,26.1653439,34.2456192
Sakubaru,26.1773273,127.2745971
Sakubaru Gyosho,26.1793895,127.2755939
Akasanbashi Mae,26.1844702,127.2790989
Nishi Hama,26.2026775,127.289473
Ufutama,26.2066203,127.3167776
Ibo-ibo Sango,26.2149439,127.2868536
Gahi Ura,26.2152559,127.287906
Adan Mae,26.2154634,127.2930042
Shiru Higashi,26.2172875,127.3099786
Agenashikueda Sango,26.2188955,127.2938405
Ama Ushiji,26.2196483,127.2803828
Gahi Mae,26.2201294,127.2885224
Uroro no Sachi,26.2233739,127.2926197
Ama Beach Mae,26.224414,127.289969
Nita Doukutsu,26.2393817,127.2928487
Aida,26.3138104,34.8432379
Numidia,26.3156833,34.84145
Sunabe,26.3291056,127.743972
Salem Express,26.6397175,34.0615772
Middle Reef,26.7050917,34.0996195
Panorama Reef East,26.7539976,34.0827562
panorama Reef North,26.757536,34.0784061
Aluminium,26.7666652,33.946426
Sandy Island,26.8150661,33.9785314
Tobia Hamra,26.8312268,33.9859068
Tobia Arbaa,26.836288,33.991287
Soma Gatden,26.8382668,33.9964122
Ras Abu Soma,26.840722,34.000684
Sharm al Naqa,26.9,33.966667
Sharm Rashid,26.94517,33.93396
Makadi Garden,27.00451,33.91343
Erg Abu Hashish,27.01056,33.92363
Abu Hashish Lagoon,27.01258,33.92393
Abu Hashish Drift,27.016663,33.92424
Tofa Abu Hashish,27.02569,33.91144
Ras Disha,27.0411335,33.9066738
Gota Abu Ramada - Aquarium,27.139,33.9532666
Aquarium,27.1393526,33.9546855
Shaab Tiffany,27.1500955,33.8945873
Abu Ramada South,27.158319,33.979164
Abu Ramada Cave,27.16058,33.98245
Abu Ramada - Ost,27.162831,33.984414
Sha`ab Quais,27.167161,33.951024
El Aruk Gigi,27.16942,33.95541
Abu Ramada Plateau,27.1734506,33.9846132
Balena,27.1782408,33.831981
Giftun Soraya,27.1856324,33.9787866
Shaabruhr Umm Gamar,27.1925,33.9091666
Ham Ham,27.193028,33.984654
Erg Somaya,27.19578,33.984
Aquarius Diving Club,27.19709,33.8450664
Erg Somaya Drift,27.19829,33.98408
Shaab Sabrina,27.2146731,33.9537019
Erg Sabina,27.21621,33.95421
Banana Reef,27.2210096,33.9512032
Ben El Gebel,27.2231368,33.9537536
Shaab Nenad,27.227837,33.9352761
Stone Beach,27.237597,33.928654
Blue Water House Reef,27.2394085,33.8492709
Dorfa El Fanus West,27.2645883,33.8816251
Shaab Pinky,27.2648011,33.9194156
Fanous East,27.267748,33.88751
El Fanadir Dacht Dacht,27.275816,33.8334747
El Fanadir Dacht,27.2847068,33.8317727
El Fanadir Foc,27.2963432,33.8311215
El Fanadir West,27.299403,33.83123
Sha'ab Bruce,27.3032589,33.8262069
Marsalis Abu Galawa,27.3114849,33.7999544
Carless Reef,27.3117631,33.9401961
Jotao Abu Galawa,27.31424,33.810292
Gota Abu Galaua,27.3145926,33.8102405
Shaab Samir,27.3213391,33.8077449
Sachua Abu Galawa,27.325622,33.795697
Shaab Umm Gamar,27.333448,33.9177183
Abu Salama,27.3416824,33.7829269
Abu Nugar,27.34571,33.83949
Umm Gamar,27.3528822,33.9084369
Umm Gamar West,27.3676227,33.906362
Shaab El Erg,27.3975,33.872222
Poseidon Reef,27.3992112,33.8623176
Dolphin House,27.40791,33.85376
Manta Point.,27.422122,33.882601
Giannis D,27.5774,33.9231833
Carnatic,27.5792666,33.92695
Chrisoula K,27.5805307,33.9287744
Kimon M,27.5816666,33.9302166
Arrecifal,27.6418663,-17.982086
Benthos Buceo,27.6428459,-17.9799421
Barge de Gubal,27.6779833,33.8046
Bluff Point,27.6812826,33.8080826
Ulysses,27.6867,33.8021333
Dunraven,27.7033333,34.1216666
Beacon Rock,27.7038233,34.127467
Satellite Reef,27.7244542,34.2575222
Yolanda Reef,27.7247011,34.2583484
Shark Reef,27.7257079,34.259035
Anemone City,27.7274421,34.2588554
Shark Observatory,27.7310555,34.2597859
Small Crack,27.7316476,34.0974959
Jackfish Alley,27.7441533,34.2569889
Ras Za'atar,27.7644345,34.2557039
Shag Rock,27.7731513,33.8846486
Marsa Bareika,27.7866024,34.2177797
Ras Ghozlani,27.7894435,34.2619429
SS Thistlegorm,27.814092,33.9200482
Ras Katy,27.8466578,34.3024876
Ras Umm Sid,27.847261,34.31648
Black Pearl - Red Sea,27.8527251,34.2717691
Pinky Wall,27.8708333,34.3233333
Hole in the Wall,27.8717756,-15.3822128
Tower,27.8822916,34.3262218
Sodfa,27.898308,34.3300597
Near Garden,27.9081038,34.3467116
Red Sea Diving College,27.9094107,34.3263071
Middle Garden,27.9129604,34.3511212
Far Garden,27.9150053,34.3588754
Shark's Bay,27.946547,34.3882994
Shark's Bay,27.9504099,34.3861399
White Knight,27.9566666,34.4
Ras Bob Reef,27.963333,34.413333
Ras Nasrani,27.9635263,34.4185241
Ras Ghamila Reef,27.98,34.436667
Gordon reef,27.9848747,34.4535967
Louilla,27.9895604,34.4535007
Thomas reef,27.9921659,34.4614807
Jackson reef,28.0059666,34.472557
Laguna Reef,28.0064435,34.4845061
Kormoran,28.0166667,34.4933333
Kormoran,28.0333332,34.4933332
Hafenmauer,28.0485048,-14.3641009
Million Hope,28.0563889,34.4491711
Hey Daroma,28.0567379,34.4482631
Buceo Norte,28.1512513,-15.6951328
Gabu El Bint,28.353708,34.433307
The Caves,28.4168114,34.4565242
Umm Sid,28.4206141,34.4576882
3 Pools,28.4355923,34.4577903
Moray Garden,28.436899,34.4586269
Golden Blocks,28.439063,34.4660256
South Oasis,28.44322,34.469712
Napoleon Reef,28.471104,34.509963
7 Pinnacles,28.473125,34.497519
The Islands,28.4772304,34.5132459
Sunsplash Housereef,28.486668,34.516587
Poseidon,28.4959352,34.5167545
Light House,28.4984313,34.5206951
Sea Dancer,28.498434,34.5177424
Sea Pioneer,28.4995148,34.5194037
Eel Garden,28.5053487,34.5212322
Abu Helal,28.542381,34.516867
Canyon,28.554359,34.5212059
Reeks Reef,28.563914,34.529901
Saddle,28.5720833,34.5375978
Blue Hole,28.5723028,34.5373553
The Bells,28.5734535,34.5392697
Ras Abu Galum,28.611198,34.555709
Dahayla South,28.6117235,34.5535349
Dahayla North,28.6147761,34.5600502
Ras Malah,28.7289145,34.6257147
Las Toninas,28.8615371,-13.8604963
Puerto del Carmen (west),28.9196145,-13.6759375
Puerto del Carmen (east),28.9205562,-13.6715704
CB Timanfaya,28.9213052,-13.6666138
Plane wreck,29.4180629,34.97162
Tank,29.4187751,34.9716597
Gorgon 1,29.426193,34.9721236
Japanese Gardens Coral Reefs,29.429928,34.97325
Cedar Pride Shipwreck,29.4310657,34.9731609
Rainbow reef,29.4325243,34.9737847
Yatouche,29.5038889,34.9197222
Aqua Sport,29.5124443,34.9248821
Cedar Pride,29.5216667,34.9883333
Soufa,29.5447222,34.9539555
USS Massachusetts,30.295667,-87.312033
Vortex Spring,30.7706697,-85.9483797
Arbolitos,31.6936322,-116.6759127
Kennedy,31.7014118,-116.6848113
Atalaia Diving,32.6418949,-16.8298615
Avalon Dive Park,33.3490985,-118.3246588
AQUA MATE,34.2018157,139.1366369
TEARS BLUE DIVING,34.2064941,139.1339573
MAV Achaios,34.605012,32.9294507
Constandis,34.6801605,33.0845713
Lady Thetis,34.682167,33.0836652
Laboe,34.7167278,32.4438061
Vera K,34.7214662,32.4285004
White Stars,34.7326792,32.4148958
Amphitheatre,34.8569251,32.3480621
Church Bay,34.8588584,32.3470594
Elpida,34.961077,33.6921459
LEF1,34.963877,33.6811846
Kerynia,34.978448,33.980894
Nemesis III,35.049774,34.0365098
Liberty,35.0507707,34.0362195
Lygaria,35.4022795,25.0280717
Mononaftis,35.4082835,25.0230868
Fiz,35.7848964,139.9030077
Colors Diving Pro Shop,35.8267698,139.9141605
Wreck of SS Margit,35.8904822,14.5227148
HMS Maori,35.9028853,14.516028
Lantern Point,36.0037451,14.3251669
Lantern Point West,36.0046738,14.3257677
Wreck of the P31 Patrol Boat,36.009265,14.3236863
Crystal Lagoon,36.0100895,14.3277632
Alex's Cave,36.0105408,14.3251669
Blue Lagoon Tunnel,36.0106363,14.3262397
Cominotto Arch,36.0119901,14.3193411
Anchor Reef,36.0125369,14.3177103
Fessej Rock,36.0154267,14.2757498
MT Hephaestus,36.0167721,14.2900963
Wreck of the Xlendi,36.0168282,14.2850034
MV Karwela,36.016902,14.2862962
Wreck of the Cominoland,36.0170756,14.2871545
Santa Marija Caves &,36.0179931,14.3402297
Santa Marija Reef,36.0190367,14.3404233
Xlendi Tunnel,36.0296422,14.214495
Big Bear-Little Bear,36.0515249,14.1880935
Marsalforn Jetty,36.0749536,14.2586424
Xwejni Bay,36.0791713,14.2480852
Cathedral Cave,36.0810848,14.2300776
Billinghurst Cave,36.0811776,14.2354259
Billinghurst Cave,36.0812516,14.235361
Cave of Wheat,36.0813539,14.2302155
Double Arch Reef,36.0817379,14.2465145
Calypso Cave,36.0817449,14.2486946
Camp Bay,36.1192631,-5.3516265
Shark Sculpture,36.1908981,29.6091391
Archangelos Cave,36.2025045,28.1425738
Kalithea,36.3776033,28.2372284
Waterhoppers,36.4477122,28.2263974
Psarapoula,36.453164,28.2169361
Dolphin's Dream,36.6479518,138.2274805
Buceo Costa Nerja,36.7515097,-3.8660532
CB iSub,36.7610456,-2.1112219
CB Alphasub,36.7627599,-2.1041183
Nice Diving,36.7933006,3.2869401
fighter plane wrack world war II,36.8275723,25.4221525
Aksona,36.9599139,27.4864435
CB Almasub,36.9897353,-1.9012368
Olga Sport,37.5192215,15.1058947
Cala Cerrada,37.540948,-1.153609
Cala Roja- Cabo de Palos,37.6325832,-0.6900091
Kerveli scouba diving,37.7325497,27.0360789
Canyon di Angelo,37.8490292,15.3017825
Canyon del Diablo,37.8495383,15.3016382
Grotta del Cristo,38.2513611,15.2339167
Secca di Ponente,38.2747172,15.2224678
Secca di Levante,38.2762968,15.2436161
princess alice bank,38.4046516,-29.9476204
CB Costa Campello,38.4314687,-0.3868671
High Bridge,38.4459576,141.4453874
CB Profundo Azul,38.5069342,-0.2275569
CB Alisub,38.5085906,-0.2187457
Apogon,38.5623335,14.5803242
Bludive Salina,38.5801368,14.8378928
Les Basetes,38.659291,0.0852322
Grotta dei Gamberi,38.6949666,13.1830126
Le Piramidi,38.7002335,13.152312
Arco de Formentera,38.7238068,1.3864794
Palma Wracks,39.5435415,2.630957
SS Probitas Shipwreck,39.8705153,20.0116347
Punta des Murter,40.0681714,4.138814
Aquario Nord,40.1018821,18.5157254
La Reggia,40.1280423,17.9950566
Santa Caterina,40.1386562,17.9818411
Salento Nautica,40.2641586,17.8933228
All Things Aquatic,40.3814068,-79.9987816
Cala d'Oliva,41.0803752,8.3352736
Grotta di San Francesco,41.2303935,9.4827192
Fintastic Diving,41.2945025,-72.7822007
Amigos do Mar,41.6852673,-8.8461241
Roca Montiell,41.915449,3.2129398
Badia de Tamariu,41.9172405,3.2084694
House Reef,41.9176257,3.2093751
Canons de Tamariu,41.92021,3.2218042
Aigua Xelida,41.9212911,3.215998
Cala des Tramadiu,41.9295692,3.2166427
Aiguablava,41.934412,3.2165735
Barda de l'Illa Negra,41.9442364,3.2290305
Cap de Begur (Buceig),41.9502697,3.2338312
Barda de Pere el Flaquer,41.9530174,3.2322495
Barda de Fitor,41.9576006,3.2367038
sa Tuna,41.9610527,3.2316315
Punta des Plom (Buceig),41.9628965,3.2335401
Cala d'Aiguafreda,41.9637833,3.2287675
Les Alzines,41.9654983,3.2330233
Cala de Cap sa Sal,41.9656764,3.2309582
Cala de sa Riera,41.9741581,3.2118597
Boia dels Ulls de Llop,41.9743614,3.2196542
Tasco Petit,42.0410957,3.2268263
Carall Bernat,42.0414835,3.2286086
Tasco Gros,42.0420658,3.2279425
les Ferranelles,42.0421812,3.2254886
Dolfi Sud,42.0437364,3.2264109
Dolfi Nord,42.0442477,3.2258048
Cova de la Reina,42.0465633,3.2249746
la Vaca,42.0473849,3.2256198
Calypso Diving,42.0493885,3.1962005
la Pota del Llop,42.0493917,3.2262165
el Salpatxot,42.0495342,3.22052
el Medallot,42.0518457,3.2210025
les Salines,42.0609543,3.2153709
Negre del Falaguer,42.0660198,3.2106594
el Rossinyol,42.068088,3.2126259
el Reggio,42.0810324,3.2018565
la Ferriola,42.0844478,3.1971438
ProDiving Montenegro,42.2681218,18.8926644
Costa Verde Loisirs,42.3383589,9.5397283
L'Incantu,42.4069356,8.6463851
Pelleteuse,42.4812049,3.1392682
Club le Rederis,42.4812079,3.1331576
Odyssub,42.6698439,2.8984355
Scoglio di Remaiolo,42.7100149,10.4126341
Secca di Fonza,42.7328955,10.2839687
Sottolonda,42.7606356,10.3120436
Cerboli Anchor,42.8553143,10.5464738
Capolupi Sport,42.9336656,10.785341
Haut Fond de Centuri,42.9879751,9.295627
Le Sec Aux Murennes,43.00134,6.15444
Michel C,43.0114667,6.1441
Underwater path for snorkelling,43.0136617,6.3909956
Mustang P51,43.0363289,6.078642
Arroyo,43.0483396,5.8697301
L'escale,43.0655768,6.1472884
Le Tromblon,43.066654,5.9055537
Wildcat,43.1007264,6.3860343
Kenavo,43.1362076,6.3737601
Les Quairolles,43.1550974,6.6332209
Petit Sec,43.1576958,6.6231304
La Dent de Requin,43.1598451,6.6235006
Calanque de Figuerolles,43.166283,5.5963
Togo,43.1680513,6.5925729
L'Enfer de Taillat,43.1693316,6.6505761
Bosse du Chameau,43.1709683,5.3961359
Eden Dive,43.1710254,5.6055879
Tombant de David,43.1730559,5.3943411
Cala maussana,43.1737117,5.3982744
Calanque des Contrebandiers,43.1738983,5.3857083
Iles des moyades,43.1767333,5.3703333
Moyadons,43.1780667,5.3684833
Tunnel de planne,43.18895,5.385
Grotte Arc en Ciel,43.1968167,5.3636333
Pierre de Briancon,43.1969265,5.3615145
Arche du plannier,43.1979667,5.2235667
Le Chaouen,43.1987,5.2288167
Le Dalton,43.19975,5.23065
Messerschmit,43.2001333,5.2297333
Les Canons,43.2029076,5.4551918
Grotte de la Triperie,43.2032972,5.4516116
Les Capelans,43.2050775,5.4267145
Exsurgence de Port-Miou,43.2051748,5.5129118
Les Veyrons,43.2068667,5.2535333
Tombant des pharillons,43.2072875,5.3378956
Les fromages,43.2101465,5.3402094
Tiboulen de Maire,43.2134982,5.3251446
Ker-Bihan,43.230333,5.316667
Dune,43.2427526,5.3670868
Cavau,43.2638333,5.28575
Pierre fendue,43.2647,5.2843
Amphores du frioul,43.266369,5.2972538
Junker 88,43.2746833,5.2867
Tiboulen de frioul,43.2804167,5.2862833
Nord Ratoneau,43.28545,5.3050833
Saint Dominique,43.3100667,5.3464833
Rocher de la Garde (les Sardinaux),43.3127198,6.6853148
Tombant des Sardinaux,43.3147787,6.6865084
Baume Rousse,43.3313798,5.239625
Nauga,43.3682039,-8.387693
Wrack Ribolovc,43.3712382,16.3622156
Erretak,43.3953,-1.74876
Le ponton de la bordelaise,43.4246283,3.7001817
Francesca da Rimini,43.72182,15.6745446
Plavi Jadran,43.7259359,15.7863515
Moana,43.7854894,15.6417072
Fundiving,43.797432,15.6420578
AQUANAUT,43.822421,15.584026
Nautilus,43.8280728,15.5968993
